YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M_RANGE,PRECTOTCORR,WS10M_MAX,WS10M_MIN,,Date
2010,1,2,26.23,16.37,-263.29,4.97,7.86,1.68,,2010-01-02
2010,1,3,25.65,15.29,-262.79,0.99,6.5,1.73,,2010-01-03
2010,1,4,28.91,14.94,-259.17,0,8.46,2.56,,2010-01-04
2010,1,5,29.53,11.94,-255.56,0,7.1,2.03,,2010-01-05
2010,1,6,30.27,12.37,-255.24,0,5.81,0.76,,2010-01-06
2010,1,7,29.76,13.4,-256.79,0,4,1.54,,2010-01-07
2010,1,8,29.14,16.19,-260.2,0.01,6.46,1.78,,2010-01-08
2010,1,9,29.76,13.75,-257.14,0,6.33,2.2,,2010-01-09
2010,1,10,30.79,13.24,-255.6,0,6.89,0.35,,2010-01-10
2010,1,11,31.03,15.84,-257.97,0,7.21,0.38,,2010-01-11
2010,1,12,30.87,15.48,-257.75,0,9.3,2.54,,2010-01-12
2010,1,13,30.53,13.48,-256.1,0,10.41,3.34,,2010-01-13
2010,1,14,30.73,13.3,-255.73,0,9.73,4.15,,2010-01-14
2010,1,15,30.89,13.76,-256.02,0,9.12,3.02,,2010-01-15
2010,1,16,29.33,14.79,-258.6,0,8.76,2.84,,2010-01-16
2010,1,17,28.73,15.25,-259.67,0.07,8.66,3.25,,2010-01-17
2010,1,18,31.47,16.15,-257.83,0.02,8.5,4.35,,2010-01-18
2010,1,19,30.3,16.73,-259.57,0.23,7.55,3.11,,2010-01-19
2010,1,20,29.33,16.92,-260.74,0.41,8.15,3.49,,2010-01-20
2010,1,21,30.39,17.07,-259.84,0.06,8.36,3.57,,2010-01-21
2010,1,22,29.74,17.11,-260.51,0.22,7.79,3.19,,2010-01-22
2010,1,23,29.1,16.68,-260.73,0.18,8.62,2.76,,2010-01-23
2010,1,24,31.33,14.75,-256.57,0.01,9.52,3.38,,2010-01-24
2010,1,25,31.35,14.41,-256.21,0,10.74,4.12,,2010-01-25
2010,1,26,31.4,14.01,-255.76,0,10.7,4.44,,2010-01-26
2010,1,27,31.56,14.37,-255.95,0,10.14,4,,2010-01-27
2010,1,28,31.17,15.05,-257.02,0,8.14,3.94,,2010-01-28
2010,1,29,31.88,15.75,-257.02,0,8.62,4.01,,2010-01-29
2010,1,30,31.3,15.65,-257.5,0,10.12,4.59,,2010-01-30
2010,1,31,32.24,15.73,-256.64,0,10.62,3.94,,2010-01-31
2010,2,1,32.9,15.72,-255.96,0,9.02,2.86,,2010-02-01
2010,2,2,33.58,16.13,-255.69,0,7.78,3.26,,2010-02-02
2010,2,3,33.32,15.96,-255.79,0,7.67,2.83,,2010-02-03
2010,2,4,29.88,17.37,-260.63,0.01,6.06,0.23,,2010-02-04
2010,2,5,29.34,17.28,-261.09,2.19,4.84,0.95,,2010-02-05
2010,2,6,29.83,17.65,-260.98,0.36,5.5,1.11,,2010-02-06
2010,2,7,30.37,18.37,-261.16,0.79,6.8,1.27,,2010-02-07
2010,2,8,29.83,17.48,-260.81,0.24,7.91,3.91,,2010-02-08
2010,2,9,30.17,16.83,-259.81,0.98,8.41,3.49,,2010-02-09
2010,2,10,30.62,15.97,-258.49,0.28,8.23,3.27,,2010-02-10
2010,2,11,30.39,16.91,-259.67,1.07,9.24,4.19,,2010-02-11
2010,2,12,30.74,17.83,-260.24,0.64,9.23,4.47,,2010-02-12
2010,2,13,30.05,18.58,-261.68,1.17,9.49,3.92,,2010-02-13
2010,2,14,29.37,17.95,-261.73,0.6,7.91,3.98,,2010-02-14
2010,2,15,30.26,17.28,-260.17,1.39,8.2,2.02,,2010-02-15
2010,2,16,28.09,16.9,-261.96,1.84,11.27,1.52,,2010-02-16
2010,2,17,30.73,16.33,-258.75,1.12,8.85,2.77,,2010-02-17
2010,2,18,30.99,17.37,-259.53,1.12,9.1,2.87,,2010-02-18
2010,2,19,32.59,16.83,-257.39,1.21,8.27,2.37,,2010-02-19
2010,2,20,31.98,18.63,-259.8,0.59,7.67,4.3,,2010-02-20
2010,2,21,31.97,17.99,-259.17,0.45,9.37,4.38,,2010-02-21
2010,2,22,30.41,18.95,-261.68,0.16,10.05,3.78,,2010-02-22
2010,2,23,31.67,18.73,-260.2,0.02,8.73,4.54,,2010-02-23
2010,2,24,32.61,16.95,-257.49,0,8.14,3.27,,2010-02-24
2010,2,25,31.71,18.34,-259.78,3.02,7.23,1.79,,2010-02-25
2010,2,26,23.58,17.69,-267.27,5.14,4.22,0.63,,2010-02-26
2010,2,27,24.08,16.73,-265.79,4.7,3.72,0.25,,2010-02-27
2010,2,28,21.99,16.9,-268.06,9.64,2.91,0.2,,2010-02-28
2010,3,1,27.73,15.48,-260.9,7.43,5.52,1.32,,2010-03-01
2010,3,2,27.15,16.2,-262.2,6.98,2.61,1.51,,2010-03-02
2010,3,3,23.07,17.53,-267.61,1.03,4.55,1.04,,2010-03-03
2010,3,4,28.89,16.7,-260.96,1.3,4.53,1.45,,2010-03-04
2010,3,5,31.04,14.38,-256.49,1.03,3.81,1.9,,2010-03-05
2010,3,6,27.5,17.8,-263.45,8.19,7.35,3.25,,2010-03-06
2010,3,7,27.87,16.37,-261.65,8.85,9.15,4.46,,2010-03-07
2010,3,8,26.81,16.11,-262.45,5.77,9.5,5.14,,2010-03-08
2010,3,9,28.71,15.38,-259.82,1.18,10.82,5.85,,2010-03-09
2010,3,10,30.05,14.61,-257.71,0.02,11.2,4.7,,2010-03-10
2010,3,11,30.94,14.5,-256.71,0,10.69,4.05,,2010-03-11
2010,3,12,30.23,14.49,-257.42,0,11.28,4.77,,2010-03-12
2010,3,13,30.65,14.31,-256.81,0,11.33,4.52,,2010-03-13
2010,3,14,31.15,15.13,-257.13,0,10.82,5.14,,2010-03-14
2010,3,15,29.43,16.03,-259.75,0.01,11.98,5.51,,2010-03-15
2010,3,16,30.21,16.92,-259.86,0.07,9.62,4.89,,2010-03-16
2010,3,17,29.03,16.83,-260.95,5.33,9.52,4.16,,2010-03-17
2010,3,18,27.29,17.87,-263.74,5.73,7.98,4.27,,2010-03-18
2010,3,19,23.59,17.76,-267.31,5.36,6.2,2.2,,2010-03-19
2010,3,20,26.76,17.07,-263.46,4.25,7.15,2.62,,2010-03-20
2010,3,21,27.25,17.21,-263.11,7.01,5.25,1.84,,2010-03-21
2010,3,22,28.48,16.55,-261.22,6.78,7.41,2.91,,2010-03-22
2010,3,23,28.06,16.87,-261.95,3.89,7.65,2.79,,2010-03-23
2010,3,24,28.11,16.83,-261.88,4.89,7.22,1.96,,2010-03-24
2010,3,25,28.15,17.4,-262.41,4.66,7.51,2.41,,2010-03-25
2010,3,26,28.19,17.08,-262.04,3.42,6.61,1.46,,2010-03-26
2010,3,27,24.33,17.26,-266.08,1.99,3.52,1.29,,2010-03-27
2010,3,28,28.23,16.48,-261.38,2.36,3.86,1.08,,2010-03-28
2010,3,29,27.4,17.88,-263.62,1.57,5.01,1.53,,2010-03-29
2010,3,30,29.45,17.06,-260.75,0.62,3.57,0.98,,2010-03-30
2010,3,31,23.85,17.72,-267.02,3.52,5.02,1.62,,2010-03-31
2010,4,1,27.45,16.18,-261.88,10.86,5.43,1.66,,2010-04-01
2010,4,2,25.8,17.01,-264.36,3.19,7.62,3.09,,2010-04-02
2010,4,3,28.87,16.2,-260.48,1.06,10.37,5.07,,2010-04-03
2010,4,4,28.76,15.69,-260.07,0.37,9.79,5.29,,2010-04-04
2010,4,5,28.59,15.33,-259.89,2.82,10.19,4.78,,2010-04-05
2010,4,6,29.47,15.48,-259.16,0.82,8.71,3.56,,2010-04-06
2010,4,7,29.12,16.28,-260.31,0.78,7.81,3.48,,2010-04-07
2010,4,8,28.72,18.01,-262.43,0.45,9.39,5.16,,2010-04-08
2010,4,9,29.36,15.78,-259.57,0.09,8.52,4.35,,2010-04-09
2010,4,10,30.52,16.32,-258.95,0.6,8.34,3.09,,2010-04-10
2010,4,11,28.83,17.45,-261.77,3.5,5.99,1.21,,2010-04-11
2010,4,12,24.9,18.03,-266.27,6.55,5,1.48,,2010-04-12
2010,4,13,26.34,16.85,-263.66,4.6,4.96,1.77,,2010-04-13
2010,4,14,26.45,17.39,-264.09,2.71,4.5,1.73,,2010-04-14
2010,4,15,24.48,17.77,-266.44,16.67,5.45,1.9,,2010-04-15
2010,4,16,23.59,17.02,-266.59,33.66,6.17,2.2,,2010-04-16
2010,4,17,26.51,16.01,-262.65,2.94,5.43,2.9,,2010-04-17
2010,4,18,25.43,17.33,-265.06,1.99,7.48,2.97,,2010-04-18
2010,4,19,26.52,17.47,-264.09,1.96,6.16,2.28,,2010-04-19
2010,4,20,25.79,17.44,-264.8,1.31,4.66,1.35,,2010-04-20
2010,4,21,28.43,17.27,-261.99,0.65,4.46,1.61,,2010-04-21
2010,4,22,25.42,16.1,-263.83,4.49,4.56,0.84,,2010-04-22
2010,4,23,25.36,16.58,-264.37,5.52,4.6,1.45,,2010-04-23
2010,4,24,23.59,15.93,-265.49,2.13,4.89,0.82,,2010-04-24
2010,4,25,25.37,16.3,-264.08,3.34,4.13,1.86,,2010-04-25
2010,4,26,26.85,16.66,-262.96,2.06,4.62,2.49,,2010-04-26
2010,4,27,26.67,17.01,-263.49,3.27,5.52,3.48,,2010-04-27
2010,4,28,26.68,18.18,-264.65,3.19,6.9,3.23,,2010-04-28
2010,4,29,26.85,17.65,-263.95,3.45,6.46,2.85,,2010-04-29
2010,4,30,26.06,17.81,-264.9,4.05,6.66,3.77,,2010-04-30
2010,5,1,27.34,17.23,-263.03,2.91,7.59,3.98,,2010-05-01
2010,5,2,27.48,17.54,-263.21,3.25,7.05,2.79,,2010-05-02
2010,5,3,25.53,17.76,-265.38,3.11,5.72,2.27,,2010-05-03
2010,5,4,26.05,16.8,-263.9,1.55,5.95,2.39,,2010-05-04
2010,5,5,26.55,16.15,-262.74,3.18,4.74,1.98,,2010-05-05
2010,5,6,28.52,14.82,-259.44,0.27,3.41,1.9,,2010-05-06
2010,5,7,26.6,15.19,-261.74,2.07,4.24,2.17,,2010-05-07
2010,5,8,26.66,15.9,-262.39,0.4,4.54,1.68,,2010-05-08
2010,5,9,25.66,16.09,-263.58,4.08,4.65,1.36,,2010-05-09
2010,5,10,25.01,17.05,-265.19,9.45,5.62,0.81,,2010-05-10
2010,5,11,26.53,17.11,-263.73,5.52,3.64,0.82,,2010-05-11
2010,5,12,24.29,16.12,-264.99,0.39,3,1.62,,2010-05-12
2010,5,13,26.78,15.23,-261.6,1.95,4.52,1.95,,2010-05-13
2010,5,14,27.02,16.53,-262.66,2.13,5.3,1.88,,2010-05-14
2010,5,15,25.82,16.82,-264.15,1.76,5.97,1.84,,2010-05-15
2010,5,16,24.83,15.94,-264.26,3.63,4.92,1.38,,2010-05-16
2010,5,17,26.34,15.98,-262.78,3.35,3.5,1.27,,2010-05-17
2010,5,18,26.4,17.4,-264.14,3.26,2.88,1.21,,2010-05-18
2010,5,19,26.37,16.92,-263.7,6.47,3.82,1.52,,2010-05-19
2010,5,20,26.69,16.12,-262.58,1.09,4.91,2.55,,2010-05-20
2010,5,21,28.33,14.8,-259.61,0.09,6.01,2.7,,2010-05-21
2010,5,22,28.63,17.04,-261.56,0.12,5.04,2.17,,2010-05-22
2010,5,23,27.76,16.3,-261.68,0.91,3.6,1.8,,2010-05-23
2010,5,24,24.68,17.72,-266.19,3.53,5.41,1.47,,2010-05-24
2010,5,25,27.2,17.03,-262.98,0.55,5.04,1.57,,2010-05-25
2010,5,26,28.14,15.44,-260.45,0.28,5.25,2.43,,2010-05-26
2010,5,27,28.01,15.57,-260.71,0.12,5.57,2.47,,2010-05-27
2010,5,28,25.55,17.62,-265.22,1.39,3.6,1.34,,2010-05-28
2010,5,29,24.81,16.91,-265.25,1.5,5.04,1.23,,2010-05-29
2010,5,30,28.15,15.39,-260.4,0.2,6.78,2.47,,2010-05-30
2010,5,31,28.83,15.01,-259.32,0.05,5.93,2.52,,2010-05-31
2010,6,1,27.67,15.33,-260.81,0.59,5.12,1.3,,2010-06-01
2010,6,2,28.01,15.54,-260.68,1.22,3.9,1.35,,2010-06-02
2010,6,3,27.91,15.89,-261.13,0.61,4.61,2.09,,2010-06-03
2010,6,4,27.48,15.98,-261.66,1.38,6.73,3.12,,2010-06-04
2010,6,5,28.5,15.83,-260.49,0.62,5.8,2.64,,2010-06-05
2010,6,6,28.86,15.55,-259.85,0.28,5.73,2.93,,2010-06-06
2010,6,7,29.28,13.51,-257.38,0.11,5.57,2.7,,2010-06-07
2010,6,8,27.8,15.52,-260.86,0.63,6.01,2.42,,2010-06-08
2010,6,9,28.58,16.45,-261.02,0.62,5.38,2.36,,2010-06-09
2010,6,10,27.99,16.62,-261.78,0.48,4.91,2.15,,2010-06-10
2010,6,11,28.65,17.1,-261.6,0.87,5.27,2.34,,2010-06-11
2010,6,12,27.64,15.89,-261.4,1.82,5.54,2.21,,2010-06-12
2010,6,13,24.99,15.8,-263.96,4.82,4.72,1.87,,2010-06-13
2010,6,14,27.2,15.65,-261.6,2.43,4.73,1.9,,2010-06-14
2010,6,15,28.32,15.72,-260.54,0.65,4.53,1.52,,2010-06-15
2010,6,16,26.86,16.55,-262.85,2.45,4.45,1.55,,2010-06-16
2010,6,17,26.3,16.14,-262.99,2.92,6.24,2.62,,2010-06-17
2010,6,18,26.04,16.31,-263.42,0.71,6.86,1.89,,2010-06-18
2010,6,19,25.48,15.86,-263.52,0.44,6.09,1.59,,2010-06-19
2010,6,20,27.94,16.15,-261.38,0.22,6.5,1.84,,2010-06-20
2010,6,21,25.1,15.71,-263.76,1.01,7.02,2.3,,2010-06-21
2010,6,22,27.89,15.44,-260.7,0.2,5.77,3.14,,2010-06-22
2010,6,23,27.95,14.21,-259.41,0.05,6.62,3.86,,2010-06-23
2010,6,24,25.87,15.3,-262.58,0.78,6.82,3.23,,2010-06-24
2010,6,25,27.05,14.21,-260.31,0.28,6.3,2.78,,2010-06-25
2010,6,26,29.08,14.36,-258.44,0.21,6.19,2.42,,2010-06-26
2010,6,27,27.31,15.4,-261.24,1.63,5.48,2.54,,2010-06-27
2010,6,28,27.34,15.21,-261.02,0.23,7.12,2.95,,2010-06-28
2010,6,29,26.37,14.85,-261.63,0.47,6.28,1.91,,2010-06-29
2010,6,30,27.32,15.27,-261.1,0.08,5.12,1.66,,2010-06-30
2010,7,1,26.88,14.58,-260.84,0.43,4.99,1.54,,2010-07-01
2010,7,2,26.65,16.14,-262.64,0.34,7.09,2.58,,2010-07-02
2010,7,3,28.23,15.55,-260.47,0.07,5.88,2.35,,2010-07-03
2010,7,4,27.45,14.37,-260.06,0.08,5.42,2.73,,2010-07-04
2010,7,5,26.76,14.33,-260.71,0.09,5.61,3.16,,2010-07-05
2010,7,6,26.23,14.5,-261.42,0.09,5.51,1.88,,2010-07-06
2010,7,7,27.05,14.48,-260.57,0.09,5.63,2.33,,2010-07-07
2010,7,8,24.8,14.64,-262.99,0.05,6.41,2.41,,2010-07-08
2010,7,9,26.15,14.12,-261.12,0.12,5.27,2.73,,2010-07-09
2010,7,10,25.89,13.53,-260.79,0.14,5.08,2.28,,2010-07-10
2010,7,11,27.94,14.42,-259.64,0.28,4.45,2.3,,2010-07-11
2010,7,12,29.65,14.1,-257.6,0.12,5.07,2.88,,2010-07-12
2010,7,13,28.83,13.48,-257.8,0.14,5.02,2.72,,2010-07-13
2010,7,14,26.67,13.87,-260.35,0.01,6.58,2.74,,2010-07-14
2010,7,15,27.44,14.35,-260.06,0.19,5.96,3.31,,2010-07-15
2010,7,16,27.17,15.01,-261,0.51,5.82,2.71,,2010-07-16
2010,7,17,27.09,14.79,-260.85,0.79,5.06,1.91,,2010-07-17
2010,7,18,28.65,15.44,-259.95,0.65,6.12,3.02,,2010-07-18
2010,7,19,27.25,14.72,-260.62,2.16,7.59,2.94,,2010-07-19
2010,7,20,26.81,14.47,-260.81,0.71,6.44,2.64,,2010-07-20
2010,7,21,25.25,15.01,-262.92,1.88,4.71,2.62,,2010-07-21
2010,7,22,23.41,14.17,-263.91,2.74,5.79,2.51,,2010-07-22
2010,7,23,24.16,13.76,-262.75,0.85,5.41,2.33,,2010-07-23
2010,7,24,23.06,14.53,-264.62,4.79,5,1.16,,2010-07-24
2010,7,25,20.15,14.5,-267.5,3.04,3.96,1.51,,2010-07-25
2010,7,26,24.64,14.51,-263.02,0.72,5.64,2,,2010-07-26
2010,7,27,27.19,14.01,-259.95,0.2,5.38,1.53,,2010-07-27
2010,7,28,26.89,13.82,-260.07,0.23,4.74,2.24,,2010-07-28
2010,7,29,25.2,14.24,-262.19,0.51,5.62,2.06,,2010-07-29
2010,7,30,26.97,14.27,-260.45,2.61,4.91,2.06,,2010-07-30
2010,7,31,26.71,14.8,-261.24,1.53,3.92,2.28,,2010-07-31
2010,8,1,26.62,14.14,-260.67,0.18,5.79,2.78,,2010-08-01
2010,8,2,27.23,14.47,-260.38,0.31,7.09,3.16,,2010-08-02
2010,8,3,28.6,14.55,-259.1,0.22,5.96,3.21,,2010-08-03
2010,8,4,28.81,14.11,-258.45,0.1,5.36,2.66,,2010-08-04
2010,8,5,30.33,14.84,-257.67,0.06,6.26,2.39,,2010-08-05
2010,8,6,28.05,15.83,-260.93,0.91,6,3.36,,2010-08-06
2010,8,7,25.7,16.1,-263.55,1.46,6.27,2.7,,2010-08-07
2010,8,8,28.58,15.19,-259.76,0.07,5.3,2.94,,2010-08-08
2010,8,9,27.8,14.16,-259.51,0.04,6.38,3.27,,2010-08-09
2010,8,10,27.73,15.63,-261.06,0.19,6.56,3.64,,2010-08-10
2010,8,11,28.4,14.44,-259.2,0.04,6.18,3.37,,2010-08-11
2010,8,12,28.44,13.88,-258.59,0.06,7.02,4.2,,2010-08-12
2010,8,13,28.01,14.86,-259.99,0.09,6.17,3.52,,2010-08-13
2010,8,14,25.3,14.98,-262.82,0.79,7.63,2.29,,2010-08-14
2010,8,15,25.63,15.03,-262.55,0.47,5.13,1.91,,2010-08-15
2010,8,16,28.21,14.19,-259.13,1.32,5.03,2.35,,2010-08-16
2010,8,17,27.8,14.08,-259.43,5.01,5.29,1.6,,2010-08-17
2010,8,18,27.28,13.3,-259.17,0.78,4.28,2.58,,2010-08-18
2010,8,19,28.76,13.49,-257.89,0.17,5.08,2.27,,2010-08-19
2010,8,20,29.58,14.17,-257.74,0.72,4.95,0.17,,2010-08-20
2010,8,21,27.6,16.11,-261.66,1.72,6.02,2.22,,2010-08-21
2010,8,22,21.8,14.04,-265.4,2.69,5.87,2.13,,2010-08-22
2010,8,23,22.44,14.55,-265.25,0.93,5.36,1.73,,2010-08-23
2010,8,24,26.12,13.83,-260.86,2.05,5.05,1.89,,2010-08-24
2010,8,25,25.23,15.6,-263.52,6.25,5.9,2.79,,2010-08-25
2010,8,26,22.12,14.84,-265.88,4.75,6.38,1.41,,2010-08-26
2010,8,27,25.12,14.41,-262.45,2.35,5.8,1.65,,2010-08-27
2010,8,28,25.83,15.3,-262.63,2.3,4.55,1.77,,2010-08-28
2010,8,29,24.08,15.33,-264.4,2.55,6.07,2.66,,2010-08-29
2010,8,30,26.33,14.26,-261.08,0.57,7.12,2.88,,2010-08-30
2010,8,31,27.33,13.46,-259.27,0.8,6.64,2.75,,2010-08-31
2010,9,1,25.54,13.53,-261.15,1.01,5.53,2.11,,2010-09-01
2010,9,2,26.65,14.72,-261.21,0.44,6.98,3.2,,2010-09-02
2010,9,3,28.48,14.8,-259.48,0.47,5.27,1.88,,2010-09-03
2010,9,4,28.73,15.44,-259.87,0.34,4.93,2.07,,2010-09-04
2010,9,5,29.9,15.98,-259.23,0.4,4.99,1.23,,2010-09-05
2010,9,6,29.48,14.26,-257.92,0.09,5.54,2.2,,2010-09-06
2010,9,7,29.47,14.11,-257.79,0.03,5.79,2.17,,2010-09-07
2010,9,8,28.91,14.23,-258.47,0.06,3.38,0.33,,2010-09-08
2010,9,9,30.18,16.52,-259.49,0.04,3.77,1.23,,2010-09-09
2010,9,10,25.86,16.47,-263.77,0.18,4.12,1.86,,2010-09-10
2010,9,11,26.9,15.68,-261.93,0.51,3.59,1.7,,2010-09-11
2010,9,12,28.78,15.7,-260.07,0.54,4.56,2.81,,2010-09-12
2010,9,13,30.17,14.92,-257.9,0.17,6.76,3.48,,2010-09-13
2010,9,14,29.36,14.41,-258.2,0.44,6.63,2.72,,2010-09-14
2010,9,15,29.02,15.14,-259.27,0.71,5.39,1.1,,2010-09-15
2010,9,16,28.12,16.01,-261.04,0.27,6.3,2.65,,2010-09-16
2010,9,17,27.55,15.98,-261.58,0.76,5.24,1.18,,2010-09-17
2010,9,18,27.95,16.14,-261.33,2.16,6.42,1.72,,2010-09-18
2010,9,19,27.82,15,-260.33,0.28,6.06,1.12,,2010-09-19
2010,9,20,28.51,14.85,-259.49,0.46,5.51,1.74,,2010-09-20
2010,9,21,25.67,15.49,-262.97,1.54,6.12,2.15,,2010-09-21
2010,9,22,29.01,14.19,-258.33,0.48,6.81,2.88,,2010-09-22
2010,9,23,26.5,15.15,-261.8,0.67,6.84,2.05,,2010-09-23
2010,9,24,25.26,14.87,-262.77,0.11,6.62,2.36,,2010-09-24
2010,9,25,26.3,14.76,-261.61,0.09,6.22,2.8,,2010-09-25
2010,9,26,29.07,13.99,-258.07,0.63,6.64,1.99,,2010-09-26
2010,9,27,25.97,15.9,-263.09,0.87,4.16,1.27,,2010-09-27
2010,9,28,25.58,16,-263.57,2.03,5.62,1.38,,2010-09-28
2010,9,29,29.43,14.77,-258.49,0.5,8.01,3.91,,2010-09-29
2010,9,30,28.96,13.88,-258.07,0.19,7.39,2.21,,2010-09-30
2010,10,1,25.55,14.75,-262.34,1.07,7.03,1.49,,2010-10-01
2010,10,2,26.65,15.1,-261.6,3.13,6.04,1.96,,2010-10-02
2010,10,3,29.19,15.49,-259.45,0.78,5.85,2.02,,2010-10-03
2010,10,4,26.54,16.39,-263,0.84,4.84,1.87,,2010-10-04
2010,10,5,29.84,16.62,-259.92,0.87,5.06,1.93,,2010-10-05
2010,10,6,28.15,16.63,-261.63,0.75,5.51,0.55,,2010-10-06
2010,10,7,30.2,15.49,-258.44,0.39,5.45,0.77,,2010-10-07
2010,10,8,28.89,17.17,-261.43,0.15,4.88,1.18,,2010-10-08
2010,10,9,29.79,17.01,-260.37,0.95,4.09,0.98,,2010-10-09
2010,10,10,30.56,17.8,-260.39,1.02,2.73,0.57,,2010-10-10
2010,10,11,30.01,18.19,-261.32,1.04,4.51,1.21,,2010-10-11
2010,10,12,31.21,17.5,-259.44,0.46,4.88,1.84,,2010-10-12
2010,10,13,30.39,17.55,-260.31,1.73,5.59,2,,2010-10-13
2010,10,14,29.81,17.18,-260.52,1.92,6.26,3.6,,2010-10-14
2010,10,15,25.87,17.94,-265.22,0.86,5.36,3.07,,2010-10-15
2010,10,16,28.9,16.66,-260.92,1.12,6.29,3.16,,2010-10-16
2010,10,17,25.58,17.3,-264.88,3.13,5.05,2.28,,2010-10-17
2010,10,18,25.52,16.43,-264.06,2.25,5.59,2.2,,2010-10-18
2010,10,19,24.8,15.98,-264.33,0.89,5.51,2.38,,2010-10-19
2010,10,20,27.33,15.2,-261.02,0.69,6.52,2.59,,2010-10-20
2010,10,21,27.43,16.54,-262.26,0.99,5.35,2.65,,2010-10-21
2010,10,22,27.44,15.62,-261.34,0.82,5.06,1.49,,2010-10-22
2010,10,23,27.48,16.32,-261.98,4.85,5.08,2.59,,2010-10-23
2010,10,24,26.64,17.09,-263.6,5.02,7.12,2.94,,2010-10-24
2010,10,25,25.88,16.29,-263.56,6.85,6.56,2.12,,2010-10-25
2010,10,26,27.03,16.76,-262.88,4.86,5.86,2.77,,2010-10-26
2010,10,27,26.74,16.71,-263.12,2.43,7.66,3.8,,2010-10-27
2010,10,28,26.09,16.49,-263.55,2.6,6.12,3.09,,2010-10-28
2010,10,29,26.72,15.7,-262.13,2.93,6.34,2.63,,2010-10-29
2010,10,30,28.63,16.08,-260.6,1.79,7.32,2.89,,2010-10-30
2010,10,31,29.59,15.51,-259.08,0.81,7.03,2.84,,2010-10-31
2010,11,1,28.96,15.07,-259.26,1.75,7.19,2.49,,2010-11-01
2010,11,2,29.37,13.13,-256.92,0.23,6.98,2.8,,2010-11-02
2010,11,3,29.38,13.31,-257.08,0,7.82,3.24,,2010-11-03
2010,11,4,30.19,13.56,-256.51,0,7.78,3.08,,2010-11-04
2010,11,5,28.9,13.98,-258.22,0.01,8.4,3.34,,2010-11-05
2010,11,6,29.61,13.05,-256.59,0,8.77,3.09,,2010-11-06
2010,11,7,30.26,12.87,-255.77,0.03,7.7,2.88,,2010-11-07
2010,11,8,29.83,14.19,-257.5,0.07,6.27,2.59,,2010-11-08
2010,11,9,28.4,16.24,-260.99,0.13,8.12,4.13,,2010-11-09
2010,11,10,30.58,14.67,-257.23,0.15,9.02,3.7,,2010-11-10
2010,11,11,31.02,14.73,-256.85,0.06,9.02,4.66,,2010-11-11
2010,11,12,30.02,14.45,-257.58,0.13,9.21,4.58,,2010-11-12
2010,11,13,30.22,15.05,-257.99,0.44,8.13,3.93,,2010-11-13
2010,11,14,29.81,15.42,-258.76,1.61,9.42,5.1,,2010-11-14
2010,11,15,26.23,16.23,-263.15,0.66,8.34,4.82,,2010-11-15
2010,11,16,29.4,13.61,-257.35,0.01,7.8,2.61,,2010-11-16
2010,11,17,28.12,14.26,-259.29,0.03,6.55,2.66,,2010-11-17
2010,11,18,29.73,14.83,-258.25,0.04,7.92,3.77,,2010-11-18
2010,11,19,30.35,13.64,-256.44,0,9.62,4.03,,2010-11-19
2010,11,20,31.41,14.12,-255.86,0.02,7.75,3.95,,2010-11-20
2010,11,21,29.05,16.17,-260.27,0.1,6.64,2.2,,2010-11-21
2010,11,22,26.79,17.04,-263.41,2.81,6.37,2.93,,2010-11-22
2010,11,23,27.21,15.59,-261.54,4.57,7.55,4.23,,2010-11-23
2010,11,24,29.26,14.15,-258.05,0.96,8.02,3.8,,2010-11-24
2010,11,25,28.62,14.79,-259.31,1.12,9.33,4.3,,2010-11-25
2010,11,26,27.41,15.71,-261.45,0.91,8.84,4.28,,2010-11-26
2010,11,27,28,14.09,-259.25,0.02,8.03,3.45,,2010-11-27
2010,11,28,29.36,15.12,-258.92,0,8.35,3.2,,2010-11-28
2010,11,29,29.94,12.34,-255.56,0,7.63,3.02,,2010-11-29
2010,11,30,30.25,13.15,-256.05,0,7.52,3.17,,2010-11-30
2010,12,1,30.66,13.26,-255.74,0,7.41,3.05,,2010-12-01
2010,12,2,30.33,13.43,-256.25,0,8.51,3.38,,2010-12-02
2010,12,3,30.61,12.67,-255.21,0,9.02,3.23,,2010-12-03
2010,12,4,31.27,12.8,-254.68,0,7.41,2.11,,2010-12-04
2010,12,5,31.05,11.57,-253.67,0,6.47,1.71,,2010-12-05
2010,12,6,31.7,12.54,-253.99,0,4.43,0.91,,2010-12-06
2010,12,7,31.08,15.57,-257.64,0.01,4.3,1.48,,2010-12-07
2010,12,8,29.41,16.62,-260.36,0.04,7.97,2.05,,2010-12-08
2010,12,9,30.46,14.6,-257.29,0.04,6.82,2.94,,2010-12-09
2010,12,10,29.78,16.7,-260.07,0.05,6.23,1.87,,2010-12-10
2010,12,11,30.21,16.97,-259.9,0.04,6.45,2.1,,2010-12-11
2010,12,12,29.04,16.16,-260.27,0.05,8.72,4.49,,2010-12-12
2010,12,13,30.32,14.2,-257.03,0,9.43,4.34,,2010-12-13
2010,12,14,29.5,13.98,-257.63,0,11.31,5.87,,2010-12-14
2010,12,15,29.85,14.04,-257.34,0,10.05,4.03,,2010-12-15
2010,12,16,29.59,14.69,-258.24,0,9.6,3.77,,2010-12-16
2010,12,17,30.12,13.48,-256.5,0,8.56,3.4,,2010-12-17
2010,12,18,30.4,11.77,-254.52,0,7.95,3.23,,2010-12-18
